id,text

4245,ناس الشرق ممن يتفرج هذه الحصص ركبو الطحين يتفرجو حصة تاع واحد اغتصب وحدة أمام كل افراد العائلة   واش من ثقافة    طحاحنة

4246,C est vrais

4247,قواودة تونس  ليلة سعيدة.و يعطيكوم عصبة يا قواودة

4248,:D keeuyna

4249,الشعب الجزائري ... شعب حنين بالفطرة ����������

4250,جام فالصفحة من فضلكم

4251,7na te3 chaar9 netferjo 3laa tunis w ma netfarjoch 3la li baaattaire te3 la france w ma n9wdolhomch hk ايكجان

4252,اللّه يرحمو ويوسع عليه

4253,على خاطرش شعب طحان و يحب التقرعيش

4254,Ouiiii c`est une très belle émission

4255,هههه كاينة

4256,انا نحب تونس ونحب نتفرج على البرامج تاعها وزيد انا رحت لتونس وصليت فيها و سمعت الاذان وبطبيعة الحال انا حوست على المسجد لقيت وانت  حوست على ملهى لقيت عادي

4257,hhhhhh oui kayna sertou  hadak chikh nta3 6 nssa 9tlni b da7k mahbool

4258,كدب في كدب باركاو ماتحشيو للناس

4259,"مباشرة انا و اخويا العراقي نحييكم من السويد :3 
تحيا ولاد البلاد  و ردوا بالكم في المانيا راه سلال جايبها عقابنا"

4260,بصحتهم ههههه

4261,Hmdl 3la slama

4262,Tchej3ou f les jeunes ou quoi???vs êtes vraiment des ignorants!!

4263,bon courage

4264,الله يهديهم

4265,ربي معاكم

4266,Hamdoullah ala slamtkoum

4267,الحمد الله يا ربي لبارح قلع 17 قارب او واصلو كامل و اكبرهم 27 سنة و اصغرهم 17

4268,يروحو كي الطلابين لبلاد الناس و هوما يحاوزو فيهم و الله غير تبهديلة البارح جوزو واحد في arte   يبهدلو كي الشعب كي الدولة تع شكوبي

4269,بصحتهم

4270,ربي يحفظهم ...

4271,Bshthom rabi m3ahom nchlh

4272,الحمد الله كي وصلو بخير  نقلهم بلك ترجعو لبﻻد الشر والهم هدي

4273,الحمد لله لي وصلو على خير وربي يوفقهم تما ان شاء الله أرض ربي واسعة والرزق على ربي

4274,ربي يحفدهم

4275,rabi ma3ahoum nchalah

4276,نعيش راعي في دولة الاسلام خير من أكون ملكا في بلاد الكفر

4277,rabi ykon m3ahom

4278,الله  يفتح  اعليهم ...و  تبدا  الرحلة  نحو  المجهول

4279,بصحتهم وربي معاهم يكونو رجال برك هذا ماكان

4280,Rebi me3ahom o yewef9hom nechalah da3edwa raye se3iba tema

4281,Alah ysahalhalhom inchaalah f sa3ba w3abi m3ahom f amane alah

4282,"لي ترك والديه على جال هذي الدنيا فانية ...هو الخاسر 
الدنيا مادوم والرزق على ربي 
ربي يهديهم"

4283,Rabi ysahel lehoum w le3gouba Lina nchlh

4284,Et apres kifach hatakhlass 3alihom?

4285,"يعجبك الحال كي تخلي والديك قلوبهم محروقة.....مع ربي واش تقول ..خليتهم على جال باش نعيش ياربي 
والرزق على ربي ....فم تعرف الحق"

4286,Allah  yastourhoum.

4287,"يبانلهم
المسؤولين تاع بلادهم ماداروش فيهم الخير وحابين مسؤولي دول كافرة تعتني بيهم !!"

4288,Bon chance

4289,انتم السابقون و نحن الاحقون بسلامة يا خوتي

4290,ya khawt li ydir el guelb wa yakhdem wa ykoul rajel rabi ysahalou

4291,ربي يفرج عليهم انشاءالله

4292,Rabiiiiii Y`kon m3ahom

4293,"Rabi ykoun maahoum, quel courage."

4294,"بصحتهم
العاقبة لينا"

4295,Rabi ysahal w rabi ykon f 3awnhom

4296,وصلوا يزيدوا يصورو ههههههههه

4297,Rabi maakoum rabi yastorkoum...

4298,راهم  في واد بوقراط .......ههههههه

4299,"الهروب ليس حل ....
إذا كان هاك شهداء لوكان هربو وخلو فرنسا ....الصآبر ينال ...."

4300,Rahou yassawrou

4301,hamdouliallah

4302,تحسب راحو يحرو فلسطين راحو يعيشو.   La libertie والله عجب يستحملو ذل الكفار راهم يقوللكم انتما ارهاب. كي تقابلو.غدوي ربكم. واش تقولو لنبيكم روحنا نعيشو حياتنا ربي يهدينا

4303,Rabi ywafe9hom

4304,غير يبقوا في بلادهم ويكسروش ويخاطرو بالأرواحهم ..السويد ستطرد 80 الف لاجئ ..فلندا ..20الف ...دانمارك يجب  تصدر  على ملديكم من مال او دفع 1300 على اقل ...المانيا ستطرد كل طالب لجؤ الجزائريين ..فرنسا استحالة طلب لجوء ان كانت دولة اصلية  في حالة سلم

4305,rabi maakoum khouti ousaltou bekhir

4306,يعني راكم تشجعو فالشباب باش يموتو فلبحر و نتوما تدو الدنوب ..وللا يعيشو فالغربة و فبلاد الكفر و نتوما تان تدو دنوبهم

4307,Alah yahfadkom

4308,Bssahethom bdat hkayet lm3icha m3a clara

4309,راكم غالطين حكموهم الله أعلم قالو 48 واحد تحكموا في عنابة

4310,Nchalah ifarej rebi a3lihom ô yekon em3ahom psq ya khawti sa dépend wsh dah el l`Europe kol wahed kifah ô zid had leblad ma medt walo elwahed zawali ghir elbegra w delm

4311,الناس تتصور في الفضاء ونتوما تتصورو بعد ما رحتوا لناس مش حابينكم تجوهم لبلدانهم

4312,Yalkaw ch3ar temma

4313,Hhhhh

4314,نسال الله التوفيق و السداد لكم المهم اخدموا و ما تنساوش الوالدين حبابي الله يوفقكم لصالح الاعمال

4315,كانت الحرقة بكري تاع الزواولة بصح ذركا عادو الشبعانين كتر من الزواولة

4316,rebbi yhnihoum nchlllh  thnaw :)

4317,الله يسهل

4318,للأسف بلاد قارة و حباها الله من كل خير يضطر خيرة ابنائها للهجرة هربا من الحقرة و المعريفة و البيروقراطية و الفساد نحو المجهول

4319,لي لحقو ربي يسهلهم ونتا ماشي تغير منهم ولا تحسدهم تولي تقولهم  تماك الذل تاع الكفار...و...وإلخ.

4320,Rabi yehnihom

4321,وهذي الصورة ماشي في السواحل الإيطالية غير الخرطي

4322,أنا الروشي راه يبانلي تاع دزاير خخخخخ

4323,يادرا واش راهو يستنى فيكم ... زعما لحقو للجنة

4324,Fooor dabroha

4325,Y3tekm saha

4326,بصحتكم ليزوم

4327,► kol chi mabrouk nchallah rabi yahfd kol jazayryin f kahrej ;)

4328,Hom sabi9on na7nou la7i9on

4329,Yacine Medjadji w 7na winta o.O

4330,bsa7athom :`(

4331,يا سلام هاجرو باه يحتلو أروبا وينشرو الاسلام ام باه يعيشوا لابال في؟؟؟؟!!!! $$$

4332,تهنو  من بلد الشر و المعرفة

4333,حسبي لله ونعم الوكيل في جميع من ساهم في هذا الشي المخزي

4334,هادو ربي استرهم وصلو علي خير لاوربا ولاكن لاتنسو بانه ليس كل مرة تسلم الجرة فليس ببعيد شيعت قسنطينة مجموعة من ابنائها.فلا تغرنكم اوربا.وفكرو في عائلاتكم وامهاتكم وابائكم قبل ماتنفدو هاده المجازفة.

4335,كتبت على الجزائر الشقاء كم انت رجل يا جزائري

4336,Rabi iwafak

4337,ربي يسهل الله غالب هادا واش عطاتنا لبلاد

4338,الحرقة كانت بكري. اليوم صعابت الحالة انشاء الله ربي يفرج عليهم

4339,بصحتهوم و ربي يهنيهم و يبقي الستر عليهم

4340,Rabi m3ahom nchallah

4341,بصحتهم

4342,Rabi sahlalham nchalah

4343,و ماذا بعد الحرقة هل هناك مستقبل ؟

4344,Msakine

4345,hamdou allah bien arrivé je vous souhaite une bonne réussite rabi maakom je sais que le fait d`avoir pris tout ce risque en traversant la méditerranée c`est parce que vous avez ras le bol de la hogra chômage pauvreté situation du pays catastrophique avenir compromis ...l`espoir perdu ...etc.  allah ikoun fel aoun rabi ifaredj aala had el ouma

4346,Bsahthoum

4347,Rabi ywafakom khawti

4348,الجنة ترحب بكم

4349,فاكري إيطاليا أحسن من الجزائر والله العظيم حيندموا الندم الكبير إيطاليين في حد ذاتهم موش لاقيين شايكلوا

4350,"صمت وتواطؤ من الأولياء والأهالي لو غرقوا أو هلكوا لاقدر الله أو كانوا من تعداد المفقودين لأقاموا القيامة أهاليهم وصبوا لومهم وغضبهم على الدولة الله يهدينا. 
ولا داعي لنشر هذا الهراء وهذا الحرام الذي يساعد على هلاك أبنائنا فتكونوا سببا في دفع الأبرياء للهلاك ومصدرا لكسب المال من طرف تجار الموت.
لا يوجد أحد يخلو من ضغوط الحياة ،فنحن نعيش على أرض أعدت للبلاء ،ولم يسلم منها حتى الأنبياء .. !
ومن يتق الله يجعل له مخرجا ويرزقه من حيث لا يحتسب.
أعبد الله كما أمرك يرزقك كما وعدك."

4351,Roho khadmo 3bid 3and syakom  wila lkitouha yktalkom ghi elbard wechare

4352,بهذه الصور انتم تشجعون الحرقة  اتقوا الله

4353,يعني هم وصلو الى الجنة ؟... اكيد جهنم اوروبا في انتظارهم  وسيبكون الدم بدل الدمع على ايام الجزائر و القعدة مع الاب والام.

4354,أنتم السابقون و نحن اللاحقون

4355,بصحتهم ولعقوبة لينا

4356,Hmdlh BN chance

4357,الله. يسهل

4358,واش ادايكم ارواحوا نديروكم في الجزائر البيضاء،ولا نعطيولكم سيارات اقتلوا بيها ارواحكم والله ما تلقاو خير من بلادكم ،بصح ما عليش المهم راكم تفوطيو عندنا

4359,ربي يسترهم

4360,الحل الوحيد اللهم ارزهنا هجرة لاروبا  اللهم نجينا من فرعون واعونه (بوتفليقة واتباعه)

4361,هربة من بلاد ميكى

4362,3a slama

4363,ربي يسترهم ،

4364,فضائح  لا  تنتهي   يسطرها  جيل  عار  على  وطن  اسمه  الجزائر

4365,Rana Hena

4366,La9raya lafhama ouraihine lablad lrorba

4367,Yaa rrayah win mssafar troh t3ya wa twali....

4368,أنتم السابقون و نحن اللاحقون

4369,مجانين الله يهديهم

4370,3andhom el hak rabi iwafkhom inchlah

4371,هههه زعمة دخلو للجنة هههه والله مصيرهم الطرد او السجن او عيش بمذلة فالاوضاع اليوم تبدلت ونضرة الاوروبين للمهاجرين تغيرة واصبحت عدائية

4372,بصحتكم

4373,لا يجب نشر هذه الصور

4374,وش يسنا فيهم مساكن

4375,انا نقول هدا ضعف و جبن يا خسارة عليكم نسيتوا انتمائكم حابين تكونوا عبيد في بلاد الغرب عبيد للمال  الجزائر موطني ارضي نعزها حتى ولو كنت فقيرة منبيعهاش

4376,لعقوبة ليا إنشاء الله

4377,El hamdolilah

4378,"والله نحن في الجزائر عايشين في رحمة 
الجزائر تحص قيمتها كي تروح للخارج"

4379,ربي يكون معاكم ويفتحلكم جميع الابواب

4380,Youcef Roubla :`( !

4381,"svp arrêtez de diffuser ces photos et encourager les gens à voyager de cette façon, les jeunes verront que c`est possible d`arriver à l`autre bout du monde comme ça."

4382,antom sabi9on wanahno lahi9on

4383,ربي معاهم

4384,نعم فالتذهب الجزائر الى الجحيــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــم

4385,ربي يهديهم انشاء الله

4386,b courage rajala

4387,Rabi ye7fadhoum nchlh

4388,من كانت هجرته لله و رسوله فهجرته لله ورسوله ....

4389,la39oba lina nchlh

4390,سعداتهم

4391,ربي معاهم خروجو من بلاد شر

4392,L`Europe c fini mais pa come avand dsl elkhawa

4393,واش معنا هذا تحفيز عل الحرڨة

4394,Hmmm j aime  bien  FRICO

4395,Mmmmm dima rakm four

4396,Amine El-Bey matjiblich wahda haka :3

4397,تعرفي طيبيها

4398,Waw chahitini

4399,نموت عليها

4400,mmmmm délicieux

4401,Mmmmmm

4402,"*,* pizza *,*"

4403,ما احملها

4404,Amina Cherief Ep Bekhti

4405,عجبتني نديرها راجلي

4406,بسمي   الله

4407,hadi lik An Is hhhhh

4408,j`ai l`eau à la bouche !!!!

4409,Ahh merci anlik galbi naklouha kifkif

4410,Mmm jawa3teuni

4411,Tooop

4412,FethAllah Gaouar

4413,3ajbatni ndirha lhbibi

4414,J`adore

4415,Bahia

4416,تهبل مممممممممم �� ��

4417,Merci mmmm

4418,مممم

4419,Waw myam myam

4420,ياي بتشهي

4421,emmmmm c bonne

4422,Aida

4423,Mmmmmmmmmm bnin

4424,Ummmmm

4425,اممممممم و ديك النعماااااااا..... ��

4426,"Haaaaaaaaaaaaam, si bo"

4427,Merci alha yabrik

4428,اممممممممممم تسخف

4429,واووووووووووووووووووووووووووو

4430,Yammmmmmmmmmyyyyy

4431,"Jolie, mais pas appétissante"

4432,"C`est vraiment bon,hum"

4433,Emmmmmm ala fricou

4434,واووووووو

4435,Waw trés appetissante ça m` a donner envie de la manger demain nchallah j` en ferai une pour le déjejner.

4436,1

4437,1ismoka elha9i9i

4438,راجلي وولادي وأنا غير هو ل ناكلو فالبيتزا رووو

4439,Ummmm Hot

4440,راني سخفت ديرلي وحده

4441,Je  l`adore frico

4442,رووووووووعة

4443,أووووووه شابة

4444,Jai fin

4445,فور.بزاف.احسان

4446,Mïrî Çhîtæñã

4447,روعة.

4448,"مممممممممم بيتزا جميلة
والله فكرة حلوة لشباب"

4449,04:30 A.M  jawa3touniiii :`(

4450,Ammmm joli

4451,جوعتيني ههه

4452,"Je suis un mordus de pizza, j`adore"

4453,waw chaba bazaf nmout 3la pizza

4454,Achehal bénin mmmmmmmmmmmmmmm

4455,waw

4456,Recette

4457,"Mamamiya ,mmmmmmmmm it`s thé leaches"

4458,راني صائمة وراح نموت بلجوع

4459,I.love.you

4460,J`adore frico

4461,رائعه

4462,روعة

4463,بنينااااا

4464,نريد اطباق اخري

4465,راني شريتو بصح مزلت  ماستعملتوش

4466,امممممم

4467,Waww belle bnina mmmm

4468,Jo3t

4469,Emmm c très bon

4470,يميم

4471,J`adore frico

4472,Bon idee

4473,Mmm

4474,Merci baucoup

4475,Mmmmmm

4476,"Hum, j adore les pizza"

4477,mmmmm

4478,mmmm c bien

4479,روعة

4480,راهي تبان شابه

4481,امممممم

4482,"وااااع شهيتني��
جعت ��"

4483,Chahitini fi hzd piza bsah rani sayma lyum mara okhra

4484,لذيذ

4485,اجمل اكلة عندي

4486,Yamimi chahitini

4487,دايما في مستوى

4488,nmot 3liha

4489,Mmmmm raw3a

4490,Yam mmmm

4491,سخفتوني واقيلا انوض انديرها نتعشى بيها هممم

4492,مممممممممممم بنينا

4493,Bou

4494,نموت عليه

4495,3lah lia3ni ani sayma :`(

4496,يا ناس ماشفتوش قلبي طايح في صحن

4497,Ci normal les 2aklulene rahoum hna

4498,Ammmmmm nmot 3liha mdr

4499,Jawa3touni lol

4500,Miaaaaaaam

4501,Ana sayi raha tube hhhhh

4502,J ai peur d être un peu à côté mais ou est la recette?

4503,Je peux goûter

4504,روعة تشهي

4505,بصحتكم

4506,hummmmm ça al`air delicieux

4507,اعلاه اتسخفوا مع لعشية

4508,iiiiyaaaaamiiii

4509,"Yamiiii ��, jdr pizza comme jdr fromage rouge de #Frico ��"

4510,Yam yam

4511,emmmmmm bnina

4512,الكسرة خير

4513,Chahitini Razika

4514,بتشهي

4515,Yay sakhaftna mmmm

4516,"Bonsoir chère marque adorée!!! Joyeuse année pleine de succes et de prosperité , certes frico c`est des produits de très bonne qualité à idoler , jusqu`à maintenant je ne savais pas le secret de votre reussite mais recemment j`ai compris que frico choisit la bonne équipe qui veille jour et nuit sans oublier le moindre detail afin que la marque soit représentée très convenablement je salue l`adorable la belle la super gentille @Fatoune une femme en or qui était plus ce que comprehensive et m`a accompagné guidé aidé je trouve meme plus les mots , elle est super n`empeche j`adorais deja frico mais en la connaissant ben je ne peux plus m`en passé =D @equipe frico cote produits commercialisation ou rationnel vous etes vraiment toooop bravo mille fois et je remercie énormément pour le cadeau , l`ambiance , l`accueil chaleureux je vous remercie encore de me faire découvrir la bijouterie miss benkortbi grace à vous j`ai connu un personnel hyper sympa qui m`a gâté en m`offrant des réductions et des cadeaux !!! Je suis vraiment émue @frico vous etes les meiiiiilleuuurs <3 <3 <3 spécial kiss faten plein de succes ds tous les niveaux , j`espere te revoir car tu es une personne unique ;) bizzzz"

4517,Fricoo perfetoo ����

4518,Emm

4519,ممممممم تشهي

4520,matfakrounich felpizza nte3 lyoum

4521,Wawe Ilove friko جبنة هلندية أصلية لطعم جديد كل يوم

4522,Mmmm nhbha

4523,Mmmmmmmm kayna fel maisse

4524,بصحتكم

4525,Yam yam its very yamy heart.

4526,Bnina

4527,اممممممممممممم تهبل

4528,<3

4529,222222

4530,YaYass Tahraoui  sebt win nefetro ghadwa :p

4531,بتشهي

4532,Flora De Palacio

4533,Hadi belgalb

4534,Hummmmmm trooooop superrrrrr sa!

4535,3aziz

4536,Ammm bnina

4537,Perfekto frikto emmmmmmmm

4538,Afkard la roussettes

4539,Top

4540,Euuuuuum miyamyam

4541,Mmmmmmmmmmm bnina

4542,Madabik  irfdi  rassak  chwiya

4543,Emmmmm

4544,مممممممه بتشهي

4545,Ammmmm ldida

4546,يعطيكم الصحة بنين هايل هذا الفرماج انحب نضحك معاكم ياك فريكو دزاير حبابنا

4547,وين العزيمة

4548,mmmmmm

4549,j`ai faim lol :`(

4550,Brun Ette :D :p

4551,manlgach wahda zayha ya3ni gtalni jou3 hhhhhhhhh

4552,امممم

4553,Ça à l`air très bon

4554,حلو

4555,Àmmmmmmmmmm bnina

4556,Mmmm

4557,44444

4558,امممم

4559,امممم يسخف

4560,Frico is my love forever <3

4561,ana nmout 3la frico

4562,مااحلاها

4563,welah na3tilak 9albi w kolih

4564,Sarah Pharm

4565,Mmmmmmm bnina

4566,J`adore

4567,Sobhan allah lyoum dert pizza

4568,Mnin jebetiha hadi raki dirilhom pub

4569,شهية طيبة

4570,Oussama Boukhelkhal =D

4571,هادي ماكلة ولا بااش

4572,Yam yami hed thé lesh mmmmm

4573,Lamia Madri rani grv ji3ana ��������

4574,راهي تبان معجنة :3

4575,ويلا كليتها كلها؟

4576,Elle est bonne

4577,ياميييي

4578,اممم

4579,Amel Fendes

4580,يسلم ايدك

4581,لازم نديرولها قاعدة عند حليم

4582,Mmmmm

4583,hobi winou galebi

4584,ناكلوهاولا نخلوها

4585,Mmmmm

4586,Ooooh nmoot ala formej frico jamais khteni mmmmm bazeeeéf bniiin

4587,Mmmm bayn fiha bninaaa

4588,Miammmm

4589,مممم

4590,"lovely :)
 If you enjoy art and literature join us in our new page we share with you our love, passion and experiences,
to create a good educative place for us all"

4591,Myaam myaaaaaaam

4592,<3

4593,Mmm yemi

4594,انا احب البيتزا

4595,Mm mm

4596,Amm delecieu

4597,C`est delisieux

4598,"عضة ! ههههههههه
علاش نعضو برك ما ناكلوش؟"

4599,lili am3ak rir ham ham wagtach nakhordjo anhamhmo

4600,شكرا جزيلا

4601,��

4602,Nta madroube rire 3la karchak   Bsahtek

4603,Ok Nchalah ndoko manha

4604,يم يم

4605,Bshtak

4606,يمي يمي يم

4607,يعطيك صحة

4608,نسيمة وصال و امجد فووووور واو

4609,Mmmmmm

4610,فريكو الهولونددي بطعم جبنة الهلوندية الرئعة

4611,امممممممممم

4612,Mmmmm

4613,شهيتونى وانا رانى مع الريجبم بصح كل شى مسموح على جال فريكو

4614,Emmmmm c bon !!!

4615,اممممممممم راها تشهي

4616,Mymyammmmmm

4617,Mym mym mym délécieux

4618,J`aime bien frico

4619,كي ياذن المغرب ابعثيهالي

4620,Hm hm

4621,حتى الإشهار تبهدلو بينا ((عضة)) قولو لقمة حالة والله

4622,Ammmmm

4623,"Biba Hazal
Anfal Barbi Saido"

4624,ممممممممممممم

4625,ماشاء الله ...تشهي

4626,Mohammed Islam fr u ^_^

4627,Emmm

4628,Waw

4629,Fati Ima wach ryk

4630,Miam

4631,"انا تهمني البنة
اكيد راح نجربوا��"

4632,Wawe

4633,قلبي طايح في صحن

4634,Ammm Bayna abnina chahitona

4635,Chaba lah ybarak

4636,J`adore frico

4637,زعم بنينة

4638,Oussa Primovira

4639,Touta Touti haki

4640,Meliha ana we hebibi hhhhh

4641,mmmm bnina

4642,Kenza Mayas Joy Ranya Larose

4643,Waw hayla

4644,بيتزا خينة

4645,خشينة

4646,بين بنينة

4647,Amo3abode��

4648,Waaaaaaaaawwwwwww bnina

4649,Mounir Belounis kol 3ada bb

4650,Immmm

4651,امممممممم

4652,waw

4653,emmmm j`aime ça

4654,Hmhmhmhmhmhm

4655,Oioi

4656,القلوب لا تؤكل بل تحب

4657,Ahyakmid amo 3abot hhhhh mdr

4658,3akli fiha ma3ratinich takli ghir wahdak

4659,جوعتيني

4660,Chaba

4661,عضة مالخد

4662,Yaaa nmot 3a bibza hadi mmmm

4663,Hhhhhh techfey

4664,Elle es ou la recette !! Ca donne vraiment envie ������

4665,Ilove you

4666,اممممم

4667,ماحبيناكش تحرمي روحك بصحتك

4668,ههههههه ما شهيتونيش هادا وين عمرت كروشة ديالي

4669,Tmanit fiha harf n

4670,حسبتها لوحة بيكاسو شكرا

4671,Erreur de Connexion

4672,انا ماشي مالفا بفريكو بصح مليوم اكيد راح نجربو

4673,Basa7tcom

4674,Mmmm jawa3touniii

4675,Ammmm

4676,ربي يبارك

4677,mmmm chahitoni

4678,Walah lbarah dartha falil khsara makontich 9adami nab3atlak

4679,Asmaa Djelloul

4680,mmmmm çà a l`air bon

4681,Mmmmmm

4682,اووووو نحب غير وحدة ندوق

4683,Yum yum

4684,Djewa3touni

4685,Fort lahi Barak ya3tikom sa7a

4686,O.o

4687,Mmmmmm ja3t darwak ndirha

4688,Ammmmm

4689,Ya salammmmm

4690,اتشهي

4691,bessahtek ss3ediyid chetoh hhh

4692,Ammmmm

4693,Mmmmmm

4694,Mmmmmm  sa5ft

4695,Mmmmm jo3t

4696,Mmm jadore bc

4697,Nawel Ben

4698,Hadawine klite wahad tchize me aserire gaa ou ma fihche les frite kfife

4699,J`aime

4700,mmmmmmmmmm waw machallah

4701,Mmmmmm

4702,Mmmmm

4703,امممممم

4704,ميميم

4705,ممممممم بنين

4706,Frico n7abou aya barkaoi matghayrou fiya

4707,اعطني الوصفة

4708,شهيتني

4709,Emmmm bayn bnin

4710,Mmmmm jdrre

4711,راني خاووووووووووووية

4712,Mmmmmm

4713,Miam miam j`adore ça !!! Bonne appétit les amis

4714,mmmmm

4715,هاتولي وحدا

4716,تاكلو الجاج اه اه هههههههههههههه

4717,taklou raskom nchalah kheregtem 3yni

4718,Mannnnnhavch ldjaj

4719,Mmm ����

4720,Ouiii bnina bazef déjà sakhftouni hhhhhhh

4721,Merci beaucoup

4722,Wala aladh

4723,Emmmm bayen bniiiiin

4724,ياسلام تسلم الأيادي بيشهي

4725,bnina

4726,Mmmm yami ana ma yakhtiniche rouge gruyère. W gouda mimimi

4727,Aaaaam j`ai fin

4728,تاكلوا الجاج ياااااااااااه

4729,"J`aime bcp les hamburgers, Mmm c`est bon!"

4730,"آمين يارب العالمين 
اللهم صل و سلم و بارك على سيدنا و حبيبنا و شفيعنا محمد و على آله و صحبه و من والاه إلى يوم الدين"

4731,J`adore

4732,تاكل جاج اه تاكل الجاج اه

4733,rani ji3ana

4734,Mmmm bsahatkom

4735,welah hadak manheb ...

4736,Rah aichahi

4737,Mmmmmmmmn j`adore

4738,Bsahtak

4739,hram alik nmout ala fromage

4740,ممممم راهي تغير

4741,ooooo rani ji3ana

4742,beyn beli benina bezeff besehtk

4743,حرام عليك شهيتني وراني جيعانة

4744,حرام عليك شهيتني

4745,تاااكلو الجاج ااااااه

4746,Hâta mana ji3ana hram 3lik

4747,Djat fi wa9tha raniii djei3ana hhhhhh

4748,يم يم جوعتني

4749,Mmmm

4750,ﺍﻧﺎ ﻋـﺮﻓﺖ ﻣﻴﻦ ﺯﺍﺭ ﺑﺮﻭﻓﺎﻳﻠﻲ ﺍﻋﺮﻑ ﺃﻧـﺖ ﻛﻤـﺎﻥ ﻣﻴﻦ ﺯﺍﺭ ﺑـﺮﻭﻓﺎﻳﻠﻚ ﺑﺎﻟـﻮﻗﺖ ﻭﺍﻟﺘﺎﺭﻳﺦ ﻭ ﻣﻌﺮﻓﺔ ﺍﻟﻮﻗﺖ ﺍﻟﺬﻱ ﻳﺪﺧﻞ ﻭ ﻳﺨﺮﺝ ﺑﻪ ﺍﺻـﺪﻗﺎﺋﻚ . ﺷﺎﻫﺪ ﺍﻟﺸﺮﺡ ﺗﺄﻛﺪ ﻣﻦ ﺗﻌﻠﻴﻘﺎﺕ ﺍﻟﺰﻭﺍﺭ ﻗﺒﻞ ﺍﻯ ﺷﺊ ﻣﻦ ﻫﻨﺎ ==> arnewst.blogspo t.com\/5 ↓

4751,مش معقول عالذة

4752,Riyad lah yer7mou kouli chay2 momekin

4753,ربي يرحمو

4754,ربي يرحمو

4755,Allah yarhamou

4756,ربي يرحمو

4757,ربي يرحم رياض

4758,الله يرحمو  ويوسع  عليه

4759,Ryad

4760,رياض بو فجي ربي يرحمه

4761,ربي يرحمو رياض

4762,ih kanet hissa ma3rofa international

4763,Wa kolo chayïn moumkin?

4764,Allah yrahmou nchalah

4765,ربي يرحمو

4766,رياض ربي يرحمو

4767,الله يرحمه

4768,ربي يرحمو و يوسع عليه

4769,الله يرحمه .

4770,riyad allah yarahmou

4771,Riyad

4772,الله يرحم و يرحم كل المسلمين

4773,ربي يرحمو ،ONAT.

4774,Rabi yrahmou bakris khir

4775,Riyad bofadji lah yarhmo

4776,Allah yarahmou

4777,Lah yerhmah

4778,الله يرحمووو

4779,Allah irahmouh

4780,rabi yarhmak

4781,الله يرحمو ، رياض بوفجي

4782,alah yerhmo kain sabab fi ferhte bezaf nase frhou b sebto mathwah djena y rab

4783,رياض الله يرحمو ويجعل مثواه الجنة

4784,الله يرحم

4785,"Riad , allah Yarhmou ! Ça femme étais avocate de la RTA!"

4786,Ibtissem Abd Mellifica

4787,alah yrahmou

4788,الله يرحمه

4789,الله يرحمو

4790,Ryed kolo chaieé momkin rabi yarhmou

4791,الله يرحمه

4792,والله يرحمو

4793,رياض الله يرحمه

4794,رياض الله يرحمو

4795,رياض الله يرحمو

4796,الله يرحمو هدوك اليمات الله الله

4797,Paix à son âme

4798,جلال ربي يرحمو

4799,الله يرحمو

4800,الله يرحمو

4801,Lah yarehmo

4802,amine

4803,رياض الله يرحمو

4804,rebi yarhmo

4805,allah yarhmou bakana wa farahna

4806,Lah yerrahmo Riad boufejji

4807,RABI yar7mou

4808,Rabi yar7mou

4809,Raid Allah yrhmou ta3 kolou chay2in momkin

4810,Alah yarmo

4811,الله يرحمو

4812,رياض ربي يرحموا

4813,Riad lah yarhmou

4814,الله يرحمو ويوسع عليه

4815,Rabi yarahmou

4816,رحمه الله

4817,ryad 3lah hada mat wikta

4818,رحمة الله عليك يا عمي رياض

4819,ربي يرحمه رياض

4820,Iiiiiih Reyaad ..rebii yeraahmoooo

4821,ربي يرحمو

4822,الله يرحمو

4823,ربي يرحموا

4824,Kol chay momkine riad rabi yerahmah ya rab

4825,الله يرحمو

4826,ربي يرحمو و يجعل من اعماله صدقة جارية . كان رجلا صادقا في برنامجه .

4827,الله يرحمو.

4828,رياض ربي يرحمه

4829,Sobhan ellah c fé une semaine ja fi Bali Riyad yahh

